name,country,population,aliases
Chula Vista,US,265757,丘拉維斯塔
Clovis,US,104180,Niʼiijíhí Díílid|克洛维斯
Concord,US,128667,康科德
Corona,US,164226,Shádiʼááhjí Tábąąhkin|科洛納|科洛纳
Costa Mesa,US,113204,科斯塔梅薩
Daly City,US,106562,戴利城
Downey,US,114219,唐尼
East Los Angeles,US,126496,Este de Los Ángeles|东洛杉矶
El Cajon,US,103679,El Cajón|Tsétah Tééh|埃尔卡洪|埃爾卡洪
El Monte,US,116732,艾尔蒙地|艾爾蒙地
Elk Grove,US,166913,埃爾克格羅夫
Escondido,US,151038,Abaʼtó|埃斯孔迪多
Fontana,US,212704,方塔納
Fremont,US,232206,費利蒙|费利蒙
Fullerton,US,140847,富勒顿
Garden Grove,US,175393,加登格羅夫
Glendale,US,201020,格倫代爾
Hayward,US,158289,希活|海沃德
Huntington Beach,US,201899,亨廷頓比奇
Inglewood,US,111666,英格尔伍德|英格爾伍德
Irvine,US,256927,歐文|爾灣
Lancaster,US,161103,蘭開斯特
Long Beach,US,474140,長灘
Moreno Valley,US,204198,Tééh Hodiłhił|莫雷諾谷|莫雷诺谷
Murrieta,US,109830,穆列塔
Norwalk,US,107140,諾沃克|诺沃克
Oceanside,US,175691,歐申賽德
Ontario,US,171214,安大略
Oxnard,US,207254,Taʼagháliiłání|奥克斯纳德|奧克斯納德
Palmdale,US,158351,棕櫚谷
Pasadena,US,142250,帕萨迪纳
Pomona,US,153266,波莫納|波莫纳
Rancho Cucamonga,US,175236,庫卡蒙格牧場
Rialto,US,103132,里亚托
Richmond,US,109708,列治文|里士满|里奇蒙
Roseville,US,130269,罗斯维尔|羅斯維爾
Sacramento,US,524943,Sakraménto|沙加緬度
San Mateo,US,103536,聖馬刁
Santa Clara,US,126215,圣克拉拉
Santa Clarita,US,182371,聖塔克拉利塔
Santa Maria,US,105093,Santa María|圣玛丽亚|聖瑪麗亞
Simi Valley,US,126788,西米谷
Sunnyvale,US,155805,森尼韦尔
Temecula,US,110003,特曼库拉
Thousand Oaks,US,129339,千橡市
Torrance,US,143592,托倫斯|托兰斯|托蘭斯
Valencia,US,148456,
Vallejo,US,121692,瓦列霍
Victorville,US,122225,Séídą́ąʼjįʼ Kin|維克多維爾|维克多维尔
Vista,US,100890,Chéchʼil Dootłʼizhíiʼii|維斯塔|维斯塔
West Covina,US,108484,西柯汶纳
Arvada,US,115368,阿瓦达|阿瓦達
Aurora,US,359407,奥罗拉
Centennial,US,109741,森特尼尔
Denver,US,729019,Dénwér|丹佛
Lakewood,US,152597,萊克伍德
Thornton,US,133451,桑頓
Westminster,US,116317,威斯敏斯特
Enterprise,US,108481,
Henderson,US,285667,亨德森
North Las Vegas,US,234807,北拉斯維加斯
Paradise,US,223167,天堂市
Spring Valley,US,178395,斯普林瓦利
Sunrise Manor,US,189372,
Boise,US,235684,博伊西
Gresham,US,110553,格雷捨姆|格雷斯罕
Salem,US,175535,塞勒姆
Salt Lake City,US,215548,盐湖城|鹽湖城
West Jordan,US,111946,西喬丹
West Valley City,US,136208,西瓦利城
Bellevue,US,139820,貝爾維尤|贝尔维尤
Kent,US,126952,肯特
Renton,US,100242,伦顿
Honolulu,US,350964,Honolulú|檀香山
South Fulton,US,107436,
Montevideo,UY,1270737,Montevidéu|Montevídeó|蒙得维的亚|蒙特維多
Nukus,UZ,332500,努库斯
Tirmiz,UZ,182800,泰尔梅兹
Shahrisabz,UZ,142700,沙赫里薩布茲|渴石
Samarkand,UZ,595200,撒馬爾罕|撒马尔罕
Qarshi,UZ,278300,卡爾希
Bukhara,UZ,280187,Bujará|布哈拉
Urganch,UZ,145000,
Tashkent,UZ,1978028,塔什干
Qo‘qon,UZ,259700,
Olmaliq,UZ,133400,阿尔马雷克|阿爾馬雷克
Navoiy,UZ,144158,纳沃伊
Namangan,UZ,713220,Namangán|納曼干
Marg‘ilon,UZ,253500,
Jizzax,UZ,179200,吉扎克
Fergana,UZ,299200,Ferganá|费尔干纳
Chirchiq,UZ,162800,奇尔奇克|奇爾奇克
Angren,UZ,191300,安格連
Andijon,UZ,747800,Andiján|安集延
Alto Barinas,VE,284289,
Valencia,VE,1619470,巴伦西亚
San Juan de los Morros,VE,160868,
San Felipe,VE,206270,聖費利佩
San Cristóbal,VE,289852,聖克里斯托瓦爾
San Carlos,VE,120375,聖卡洛斯
Punta Cardón,VE,113999,El Cardón
Puerto Ayacucho,VE,125840,阿亞庫喬港
Mérida,VE,300000,Méria|梅里達市
Maracay,VE,464700,马拉凯
Maracaibo,VE,1752602,马拉开波
Los Teques,VE,252242,洛斯特克斯
Los Rastrojos,VE,100497,
Guanare,VE,112286,瓜納雷
Cumaná,VE,405626,庫馬納
Coro,VE,246657,聖安娜德科羅
Ciudad Bolívar,VE,412619,Bolívar|Bolívar llaqta|Syudad Bolívar|Ziudá Bolívar|玻利瓦尔城
Caracas,VE,3000000,卡拉卡斯
Barquisimeto,VE,1240714,巴基西梅托
Barinas,VE,397279,巴里納斯
Barcelona,VE,815141,巴塞羅那
Maturín,VE,647459,馬圖林
San Fernando de Apure,VE,229197,
Yên Vinh,VN,107082,
Xuân Lộc,VN,253140,
Vĩnh Long,VN,137870,
Vinh,VN,790000,荣市
Việt Yên,VN,205900,
Việt Trì,VN,415280,
Tuy Hòa,VN,155921,綏和市
Tuyên Quang,VN,104645,
Thành phố Trà Vinh,VN,160310,Phú Vinh
Tịnh Biên,VN,143098,
Thủ Dầu Một,VN,373105,Phú Cường|土龍木市社
Thuận Thanh,VN,199577,
Ho Chi Minh City,VN,14002598,Ho Si Minh-város|Hồ Chí Minhin kaupunki|Kota Hồ Chí Minh|T.P. Hồ Chí Minh|Thành phố Hồ Chí Minh|胡志明市
Thanh Hóa,VN,850000,清化市
Thái Nguyên,VN,420000,Thành Phố Thái Nguyên
Tây Ninh,VN,135254,西寧市
Tân An,VN,215250,
Tam Kỳ,VN,165240,
Sơn La,VN,106052,山羅市
Sóc Trăng,VN,221430,Khánh Hưng
Sầm Sơn,VN,129801,
Rạch Giá,VN,459860,迪石市
Qui Nhon,VN,519208,歸仁市
Quảng Ngãi,VN,278496,Kóng-ngi-sṳ|廣義市
Pleiku,VN,114225,Pô-lòi-kú|波來古市
Phú Mỹ,VN,287055,
Phủ Lý,VN,136654,
Phan Thiết,VN,228536,潘切
Phan Rang-Tháp Chàm,VN,207998,
Nha Trang,VN,579000,芽庄市|芽莊|芽莊市
Nghi Sơn,VN,302210,
Nam Định,VN,448225,
Mỹ Tho,VN,270700,
Mỹ Hào,VN,115608,
Long Xuyên,VN,286140,
Lào Cai,VN,130671,Ló-kiê-sṳ|老街市
Lạng Sơn,VN,200108,
La Gi,VN,160652,罗夷市社
Kiến An,VN,118047,
Hưng Yên,VN,118646,
Huế,VN,1380000,Hué|順化|順化市|顺化市
Hồng Ngự,VN,101155,
Hạ Long,VN,270054,下龍市|下龙市
Hanoi,VN,8053663,Hanoí|河內|河內市
Haiphong,VN,2625200,海防市
Hải Châu,VN,131427,
Gò Vấp,VN,110850,
Giá Rai,VN,145340,
Đồng Xoài,VN,168000,
Thị Trấn Đông Triều,VN,248896,
Ðông Hà,VN,164228,
Da Nang,VN,1276000,Thành Thái Phien|岘港|峴港
Ðà Lạt,VN,258014,
Thị Trấn Đại Từ,VN,179192,
Chí Linh,VN,220421,
Cao Lãnh,VN,211912,
Cần Thơ,VN,1507187,芹苴市
Cam Ranh,VN,146771,城庯柑欞|金兰市
Cẩm Phả Mines,VN,135477,
Cà Mau,VN,226372,
Cai Lậy,VN,143050,Khiêm Ích
Buôn Ma Thuột,VN,434256,
Buôn Hồ,VN,127920,
Biên Hòa,VN,1272235,
Bến Tre,VN,124449,Trúc Giang
Bến Cát,VN,364578,
Ba Vì,VN,282600,
Bắc Quang,VN,118690,
Bắc Ninh,VN,287658,
Ba Dinh,VN,221893,
Phu Quoc,VN,294419,Phú Quốc|富國島
Thành Phố Bà Rịa,VN,235192,
Hòa Cường,VN,119363,
Gia Lâm,VN,309353,
Quận Đức Thịnh,VN,132000,Đức Thịnh Sa Đéc
Thành phố Sông Công,VN,128357,
Hoàng Mai,VN,113360,
Phổ Yên,VN,231363,
Prizren,XK,171464,普里兹伦
Pristina,XK,550000,Pristína|普里什蒂納|普里什蒂纳
Mitrovicë,XK,107045,
Taiz,YE,940600,
Sanaa,YE,1937451,Sanaá|萨那
Ibb,YE,771514,伊卜
Dhamār,YE,160114,
Mukalla,YE,594951,
Al Ḩudaydah,YE,734699,
Aden,YE,1079670,Adén|Áidin|亚丁|亞丁
Roodepoort,ZA,326416,魯德普特
Virginia,ZA,122502,
Mthatha,ZA,164848,烏姆塔塔
Kariega,ZA,291052,尤丹赫支|尤坦黑格
Tokoza,ZA,106000,
Thembisa,ZA,511655,
KwaDukuza,ZA,161177,
Soweto,ZA,1695047,索韋托|索韦托
Soshanguve,ZA,872309,
Randburg,ZA,337053,兰德堡|蘭德堡
Pretoria,ZA,2112693,Pretoría|Prétoriye|Tsindiitłʼííshí|普利托利亞|普利托里亞|比勒陀利亚|比勒陀利亞
Pinetown,ZA,144026,
Polokwane,ZA,272461,波羅克瓦尼
Pietermaritzburg,ZA,839327,彼得马里茨堡
Orkney,ZA,110052,
Nigel,ZA,140644,
Mbombela,ZA,110159,内尔斯普雷特
Mpumalanga,ZA,140121,
Mdantsane,ZA,205504,
Mabopane,ZA,110972,
Kimberley,ZA,142089,金伯利
Johannesburg,ZA,9418183,Jóhannesarborg|Yohannésburg|Yok-hon-nì-sṳ̂-páu|約翰尼斯堡|约翰内斯堡
Hammanskraal,ZA,112950,
Evaton,ZA,725468,伊瓦頓|伊瓦顿
eMbalenhle,ZA,142443,
Brakpan,ZA,305692,
Botshabelo,ZA,309714,
Boksburg,ZA,445168,
Bloemfontein,ZA,556637,布隆方丹
Bhisho,ZA,137287,比绍
Benoni,ZA,605344,伯諾尼|伯诺尼
Alberton,ZA,121536,艾伯頓
Somaroboro,ZA,114369,
Centurion,ZA,236580,杉球恩
Cape Town,ZA,4772846,Ciudá del Cabu|Fokváros|Kapské Mesto|Kapétown|Lé Cap|Yvy akua Táva|好望角鎮|開普敦
Somerset West,ZA,225289,
Etwatwa,ZA,151866,
Ntuzuma,ZA,125394,
Solwezi,ZM,301370,索盧韋齊
Ndola,ZM,627503,恩多拉
Mufulira,ZM,169136,
Mongu,ZM,111450,
Mazabuka,ZM,104412,
Mansa,ZM,170965,曼薩
Lusaka,ZM,2212301,Lúsaka|盧薩卡|路沙卡
Luanshya,ZM,193293,盧安夏
Kitwe,ZM,665961,基特韦
Kasama,ZM,179636,卡薩馬
Kalulushi,ZM,104046,
Kafue,ZM,104174,
Kabwe,ZM,288598,卡布韦
Chipata,ZM,327059,奇帕塔
Chililabombwe,ZM,113876,
Chunga,ZM,115539,
Mutare,ZW,224802,穆塔雷
Kwekwe,ZW,119863,奎奎市
Kadoma,ZW,117381,卡多馬
Harare,ZW,1542813,哈拉雷
Gweru,ZW,158200,
Bulawayo,ZW,665952,布拉瓦约
Chitungwiza,ZW,371246,
